"citizenId","firstName","lastName","sex","mobile","email","aadhaar","raadhaar","javixId","citizenLoginId","pstatus","isInstant","updatedAt","createdAt","screenerId"
"167345827318881608","gh","ty","Male","2625588855","ttyugfcd@gu.gfc","558855566688",,"Chhattisgarh/Be/00/gt06012023/530","ttyugfcd@gu.gfc",0,0,"2023-01-11T17:31:13.189Z","2023-01-11T17:31:13.189Z","167299905268485932"
"167345847207467284","hgghhh","xfggg","Male","","hhhh@ygy.iyg","698888556566",,"Daman and Diu /Di/00/hx11012023/288","hhhh@ygy.iyg",0,0,"2023-01-11T17:34:32.075Z","2023-01-11T17:34:32.075Z","167299905268485932"
"167345878199197692","ghy","ggh","Male","5555555555","ghh@ghh.ffd","588888888689",,"Bihar/Ar/00/gg11012023/991","ghh@ghh.ffd",0,0,"2023-01-11T17:39:41.992Z","2023-01-11T17:39:41.992Z","167299905268485932"
"167345904526464874","gh","jj","Male","8966856358","vghhhjgg@fhjk.hjj","558856666655",,"Daman and Diu /Da/00/gj11012023/154","vghhhjgg@fhjk.hjj",0,0,"2023-01-11T17:44:05.264Z","2023-01-11T17:44:05.264Z","167299905268485932"
"167345919902889413","vgg","cff","Male","8556665555","cgh@hhj.hgf","555555086855",,"Andhra Pradesh/An/00/vc11012023/548","cgh@hhj.hgf",1,0,"2023-01-11T17:47:29.540Z","2023-01-11T17:46:39.030Z","167299905268485932"
"167349906737624553","Akshada","avhad","Female","9503333195","akshada1234@gmail.com","123456788758",,"Bihar/Bu/00/Aa11012023/268","akshada1234@gmail.com",3,0,"2023-01-12T05:14:41.056Z","2023-01-12T04:51:07.377Z","167299905268485932"
"167350232183184082","shweta","jade","Female","9785463255","akshadaavh123@gmail.com","452316888952",,"Goa/So/00/sj11012023/315","akshadaavh123@gmail.com",3,0,"2023-01-12T06:21:42.248Z","2023-01-12T05:45:21.833Z","167299905268485932"
"167350330719917977","Shweta1","jade1","Female","",,"462454673494",,"Javix State/Ja/00/Sj06012023/489","167350330719917977",3,0,"2023-01-14T08:28:47.169Z","2023-01-12T06:01:47.200Z","167299905268485932"
"167350360163848203","sa@23","var@45","Female","",,"234564864864",,"Javix State/Ja/00/sv12012023/915","167350360163848203",1,0,"2023-01-12T06:08:09.586Z","2023-01-12T06:06:41.639Z","167299905268485932"
"167350589564730410","Advay","zimbabve","Female","6525359494","advay123@gmail.com","245135675798",,"Dadra and Nagar Haveli /Da/00/Az11012023/785","advay123@gmail.com",3,0,"2023-01-12T11:44:39.584Z","2023-01-12T06:44:55.649Z","167299905268485932"
"167350589868126529","Aditya","Kumar","Female","9464845454","Adityakumarr@gmail.com","616464616161",,"Chhattisgarh/Da/00/AK01012023/481","Adityakumarr@gmail.com",1,0,"2023-01-12T07:21:53.516Z","2023-01-12T06:44:58.682Z","167299905268485932"
"167351681867436000","abcd","abcd","Female","4562359067","abcd@gmail.com","785462356894",,"Chandigarh /Ch/00/aa11012023/609","abcd@gmail.com",3,0,"2023-01-12T12:50:34.811Z","2023-01-12T09:46:58.675Z","167299905268485932"
"167351967925539454","vinay","jain","Female","1234567897","vinay@gmail.com","523164859675",,"Assam/Ba/00/vj11012023/786","vinay@gmail.com",3,0,"2023-01-13T02:29:30.477Z","2023-01-12T10:34:39.257Z","167299905268485932"
"167351986189558132","Vinita","jaim","Female","9648648648","vinitajain@gmail.com","964964648686",,"Dadra and Nagar Haveli /Da/00/Vj12012023/439","vinitajain@gmail.com",1,0,"2023-01-12T10:41:51.912Z","2023-01-12T10:37:41.897Z","167299905268485932"
"167352159183515756","prasad","p","Male","8551929904","prasadp@gmail.com","159263478555",,"Meghalaya/So/00/pp13082020/456","prasadp@gmail.com",1,0,"2023-01-12T16:28:39.536Z","2023-01-12T11:06:31.836Z","167299905268485932"
"167352214627743432","vinayjain","jain","Female","5235985868","vainayjain12@gmail.com","123456789787",,"Chhattisgarh/Bi/00/vj11012023/618","vainayjain12@gmail.com",1,0,"2023-01-12T11:17:10.217Z","2023-01-12T11:15:46.279Z","167299905268485932"
"167353969210054798","ndjs","jdjjd","Male","6565646464","jdhshhs@jdjd.jdjs","946566465656",,"Andhra Pradesh/An/00/nj12012023/307","jdhshhs@jdjd.jdjs",1,0,"2023-01-12T16:28:35.909Z","2023-01-12T16:08:12.101Z","167299905268485932"
"167354878682958167","test","testnew","Male","1234567890","testtest1@gmail.com","123456789023",,"Daman and Diu /Di/00/tt06012023/269","testtest1@gmail.com",3,0,"2023-01-13T05:51:46.081Z","2023-01-12T18:39:46.830Z","167299905268485932"
"167358069517537412","s","p","Male","1227083806","s@gmail.com","124354878797",,"Maharashtra/Ah/00/sp13012023/896","s@gmail.com",3,0,"2023-01-13T06:34:53.984Z","2023-01-13T03:31:35.176Z","167299905268485932"
"167358784083393173","Jeena","Raghavan","Female","9894512454","jeenaraghavan@gmail.comm","849594515454",,"Gujarat/Ka/00/JR13012023/241","jeenaraghavan@gmail.comm",1,0,"2023-01-19T18:25:00.109Z","2023-01-13T05:30:40.835Z","167299905268485932"
"167360010237949662","say","var","Female","5648688648","say@gmail.com","864843876070",,"Chhattisgarh/Da/00/sv13012023/442","say@gmail.com",1,0,"2023-01-13T11:04:05.157Z","2023-01-13T08:55:02.381Z","167299905268485932"
"167360907482481007","Riya","sharma","Female","9468468498","riyasjarma@gmail.com","268648648646",,"Dadra and Nagar Haveli /Da/00/Rs13012023/767","riyasjarma@gmail.com",3,0,"2023-01-13T11:33:54.908Z","2023-01-13T11:24:34.826Z","167299924164034194"
"167361138680781881","Relavi","Jishta","Female","1518484848","relavijishta@gmail.com","565915151518",,"Chhattisgarh/Dh/00/RJ13012023/388","relavijishta@gmail.com",1,0,"2023-01-13T12:48:38.382Z","2023-01-13T12:03:06.808Z","167299905268485932"
"167361919371774862","Abhishek","p","Male","1234567890","abhi@gmail.com","123456789555",,"Maharashtra/Ah/00/Ap13012023/260","abhi@gmail.com",1,0,"2023-01-19T18:23:22.407Z","2023-01-13T14:13:13.718Z","167299905268485932"
"167367514636678167","yh","fh","Male","5662256555","rgh@ryh.hffr","565555555555",,"Chandigarh /Ch/00/yf09012023/949","rgh@ryh.hffr",1,0,"2023-01-17T11:30:18.882Z","2023-01-14T05:45:46.367Z","167299905268485932"
"167368338164614520","kareem","range","Male","7766884499","kr@gmail.com","858049464840",,"Maharashtra/Wa/00/kr14011984/845","kr@gmail.com",3,0,"2023-01-17T07:21:58.808Z","2023-01-14T08:03:01.647Z","167299905268485932"
"167393323499791529","Akshada","akshada","Female","8645494521","akshadaavhad@gmail.com","542131645484",,"Chandigarh /Ch/00/Aa11012023/270","akshadaavhad@gmail.com",3,0,"2023-01-17T10:41:38.467Z","2023-01-17T05:27:14.999Z","167299905268485932"
"167393760015884116","akshada","sanap","Female","5123464548","xyz@gmail.comm","123454659898",,"Dadra and Nagar Haveli /Da/00/as10012023/415","xyz@gmail.comm",1,0,"2023-01-17T09:20:28.219Z","2023-01-17T06:40:00.159Z","167299905268485932"
"167394864855771009","akshaabc","aaa","Female","9653238505","aoo@gmail.com","215312134646",,"Chandigarh /Ch/00/aa10012023/535","aoo@gmail.com",1,0,"2023-01-17T09:48:56.348Z","2023-01-17T09:44:08.558Z","167299905268485932"
"167395647136256256","priya","kumavt","Female","9562329754","priya@gmail.con","542149868846",,"Dadra and Nagar Haveli /Da/00/pk15012023/368","priya@gmail.con",3,0,"2023-02-06T08:57:26.399Z","2023-01-17T11:54:31.366Z","167299905268485932"
"167401841195139629","patient","shrma","Female","8595589848","patient@gmaio.com","265955485885",,"Chhattisgarh/Bi/00/ps18012023/575","patient@gmaio.com",1,0,"2023-01-18T05:45:52.712Z","2023-01-18T05:06:51.953Z","167299905268485932"
"167401983055650051","riyansh","abcd","Male","6421385764","riyansh@gmail.com ","452135675487",,"Chhattisgarh/Bi/00/ra17012023/970","riyansh@gmail.com ",1,0,"2023-01-18T09:03:50.297Z","2023-01-18T05:30:30.557Z","167299905268485932"
"167402074022889493","advik","sanap","Male","5612551815","adviksanap@gmail.com","626252828252",,"Dadra and Nagar Haveli /Da/00/as18012023/217","adviksanap@gmail.com",1,0,"2023-01-20T07:22:10.521Z","2023-01-18T05:45:40.231Z","167299905268485932"
"167403303624581432","raj","fodase","Male","9763941027","rajendrafodase61@gmail.com","164646464646",,"Bihar/Ar/00/rf01012023/982","rajendrafodase61@gmail.com",3,0,"2023-02-09T11:46:59.458Z","2023-01-18T09:10:36.246Z","167299905268485932"
"167403312401219953","abcd","abcd","Female","5423194959","abcd1@gmail.com","125436528646",,"Dadra and Nagar Haveli /Da/00/aa17012023/899","abcd1@gmail.com",3,0,"2023-01-20T12:30:29.381Z","2023-01-18T09:12:04.012Z","167299905268485932"
"167403378753471954","akshada","sanap","Female","9652838959","akshadaavhad1234@gmail.com","542131949868",,"Dadra and Nagar Haveli /Da/00/as17012023/514","akshadaavhad1234@gmail.com",3,0,"2023-02-06T11:00:43.869Z","2023-01-18T09:23:07.538Z","167299905268485932"
"167525049686713866","Akash","Rajput","Male","7020965210","akash@mail.com","987456321147",,"Chhattisgarh/Bi/00/AR01022023/740","akash@mail.com",3,0,"2023-02-06T10:56:49.103Z","2023-02-01T11:21:36.868Z","167299905268485932"
"167542266213857270","savita hajare","hajare","Female","7854548454","savita@gmail.co","454213154688",,"Chhattisgarh/Bi/00/sh02022023/578","savita@gmail.co",3,0,"2023-02-14T05:39:42.560Z","2023-02-03T11:11:02.139Z","167299905268485932"
"167584571070781670","akshada","sanap","Female","7805956896","anb@gmail.com","125435649545",,"Chhattisgarh/Bi/00/as02022023/402","anb@gmail.com",1,0,"2023-02-23T05:11:29.688Z","2023-02-08T08:41:50.709Z","167299924164034194"
"167594310681960483","ram","ram","Male","5424849464","r@gmail.com","524653265986",,"Chandigarh /Ch/00/rr08022023/318","r@gmail.com",3,0,"2023-02-14T05:39:35.375Z","2023-02-09T11:45:06.820Z","167299924164034194"
"167594494418513228","akash","rajput","Male","4521396455","a@gmail.com","452369780825",,"Chandigarh /Ch/00/ar03022023/496","a@gmail.com",3,0,"2023-02-14T05:39:28.694Z","2023-02-09T12:15:44.186Z","167299905268485932"
"167602149288473554","akash","varma","Male","9896969696","aksh12@gmail.com","452365295636",,"Dadra and Nagar Haveli /Da/00/av09022023/178","aksh12@gmail.com",3,0,"2023-02-14T05:35:48.188Z","2023-02-10T09:31:32.885Z","167299905268485932"
"167635275592844804","rahul","sharma","Male","9623563233","rahul123@gmail.com","235689565326",,"Maharashtra/Ch/00/rs08022023/872","rahul123@gmail.com",1,0,"2023-02-19T11:18:48.097Z","2023-02-14T05:32:35.929Z","167299905268485932"
"167662600148199732","ff","cvh","Male","5566555558","ccvbgg@xvb.hgf","422605889988",,"Daman and Diu /Da/00/fc15022023/618","ccvbgg@xvb.hgf",1,0,"2023-02-17T17:41:08.417Z","2023-02-17T09:26:41.485Z","167299905268485932"
"167667929793540062","abhijit","varma","Male","7852363256","abhi1@gmail.com","123456554689",,"Chandigarh /Ch/00/av10022023/717","abhi1@gmail.com",1,0,"2023-02-19T07:09:19.924Z","2023-02-18T00:14:57.937Z","167299905268485932"
"167688368218725722","rahul","sharma","Male","9685696996","as123@gmail.com","245136521316",,"Bihar/Ar/00/rs18022023/164","as123@gmail.com",1,0,"2023-02-21T05:08:14.656Z","2023-02-20T09:01:22.189Z","167299905268485932"
"167695418297049601","sahil","varma","Male","+456598653","sa@gmail.com","562513659565",,"Dadra and Nagar Haveli /Da/00/sv15022023/797","sa@gmail.com",3,0,"2023-02-21T07:25:25.900Z","2023-02-21T04:36:22.971Z","167299905268485932"
"167695715138971423","raj","rajj","Male","8956232653","raj1@gmail.com","452135623265",,"Maharashtra/Ah/00/rr17022023/151","raj1@gmail.com",1,0,"2023-02-23T05:04:09.826Z","2023-02-21T05:25:51.390Z","167299905268485932"
"167704976893371094","vikas","wagh","Male","4521356454","v1@gmail.com","124565326597",,"Andhra Pradesh/An/00/vw10022023/217","v1@gmail.com",1,0,"2023-02-23T05:29:27.170Z","2023-02-22T07:09:28.937Z","167299905268485932"
"167712747559583289","ram","raj","Female","7895632659","rm@gmail.com","123456757976",,"Dadra and Nagar Haveli /Da/00/rr16022023/802","rm@gmail.com",1,0,"2023-02-24T04:30:55.115Z","2023-02-23T04:44:35.597Z","167299905268485932"
"167712924005446620","yash","raj","Male","2546132659","y@gmail.com","111111113265",,"Dadra and Nagar Haveli /Da/00/yr22022023/610","y@gmail.com",1,0,"2023-02-24T04:26:49.579Z","2023-02-23T05:14:00.055Z","167299905268485932"
"167721362672417464","seema","raj","Female","6598623565","s123@gmail.com","452135682451",,"Chandigarh /Ch/00/sr17022023/296","s123@gmail.com",1,0,"2023-02-24T05:00:45.772Z","2023-02-24T04:40:26.725Z","167299905268485932"
"167721517997917012","riyan","adhah","Male","5623623565","r123@gmail.com","124356598546",,"Bihar/Ar/00/ra16022023/358","r123@gmail.com",1,0,"2023-02-24T05:07:34.587Z","2023-02-24T05:06:19.983Z","167299905268485932"
